epoch,mae,mse,val_loss,val_mae,val_mse,val_weighted_mae,val_weighted_mse,weighted_mae,weighted_mse
0,0.8370595574378967,1.0050734281539917,0.9910293817520142,0.8444456458091736,0.9910293817520142,0.8444456458091736,0.9910293817520142,0.8370595574378967,1.0050734281539917
1,0.8385101556777954,1.0050169229507446,0.9848806262016296,0.8167288303375244,0.9848806262016296,0.8167288303375244,0.9848806262016296,0.8385101556777954,1.0050169229507446
2,0.8374391794204712,1.0050594806671143,0.9849745035171509,0.8311309218406677,0.9849745035171509,0.8311309218406677,0.9849745035171509,0.8374391794204712,1.0050594806671143
3,0.8374835848808289,1.005090355873108,0.9874674081802368,0.8376849293708801,0.9874674081802368,0.8376849293708801,0.9874674081802368,0.8374835848808289,1.005090355873108
4,0.8389266729354858,1.0061166286468506,0.9838735461235046,0.8246012926101685,0.9838735461235046,0.8246012926101685,0.9838735461235046,0.8389266729354858,1.0061166286468506
5,0.8373908996582031,1.004508137702942,0.9841423034667969,0.8274340033531189,0.9841423034667969,0.8274340033531189,0.9841423034667969,0.8373908996582031,1.004508137702942
6,0.8376695513725281,1.0055508613586426,0.9845086336135864,0.8293573260307312,0.9845086336135864,0.8293573260307312,0.9845086336135864,0.8376695513725281,1.0055508613586426
7,0.8377106189727783,1.005009651184082,0.9842641353607178,0.8281672596931458,0.9842641353607178,0.8281672596931458,0.9842641353607178,0.8377106189727783,1.005009651184082
8,0.8381281495094299,1.005287766456604,0.9840028882026672,0.8263493776321411,0.9840028882026672,0.8263493776321411,0.9840028882026672,0.8381281495094299,1.005287766456604
9,0.8381658792495728,1.0044231414794922,0.9839815497398376,0.8211537003517151,0.9839815497398376,0.8211537003517151,0.9839815497398376,0.8381658792495728,1.0044231414794922
10,0.836480438709259,1.0046038627624512,1.0032901763916016,0.8597192764282227,1.0032901763916016,0.8597192764282227,1.0032901763916016,0.836480438709259,1.0046038627624512
11,0.8387631177902222,1.0058468580245972,0.984060525894165,0.826829195022583,0.984060525894165,0.826829195022583,0.984060525894165,0.8387631177902222,1.0058468580245972
12,0.8379021883010864,1.005271553993225,0.9841419458389282,0.8274326324462891,0.9841419458389282,0.8274326324462891,0.9841419458389282,0.8379021883010864,1.005271553993225
13,0.8376495242118835,1.0049647092819214,0.9841163158416748,0.8272577524185181,0.9841163158416748,0.8272577524185181,0.9841163158416748,0.8376495242118835,1.0049647092819214
14,0.8368955850601196,1.0048919916152954,0.9943308234214783,0.8493147492408752,0.9943308234214783,0.8493147492408752,0.9943308234214783,0.8368955850601196,1.0048919916152954
15,0.8381571173667908,1.0055421590805054,0.9860485196113586,0.8342099785804749,0.9860485196113586,0.8342099785804749,0.9860485196113586,0.8381571173667908,1.0055421590805054
16,0.8378972411155701,1.0046595335006714,0.9844393134117126,0.8290504217147827,0.9844393134117126,0.8290504217147827,0.9844393134117126,0.8378972411155701,1.0046595335006714
17,0.8371686339378357,1.004489541053772,0.9891490340232849,0.8411663174629211,0.9891490340232849,0.8411663174629211,0.9891490340232849,0.8371686339378357,1.004489541053772
18,0.8378775119781494,1.005138635635376,0.985035240650177,0.8313334584236145,0.985035240650177,0.8313334584236145,0.985035240650177,0.8378775119781494,1.005138635635376
19,0.837861955165863,1.0051385164260864,0.9860120415687561,0.8341193199157715,0.9860120415687561,0.8341193199157715,0.9860120415687561,0.837861955165863,1.0051385164260864
20,0.8375068306922913,1.005186915397644,0.9840275049209595,0.8265818357467651,0.9840275049209595,0.8265818357467651,0.9840275049209595,0.8375068306922913,1.005186915397644
21,0.8378260731697083,1.0050088167190552,0.9843976497650146,0.8288501501083374,0.9843976497650146,0.8288501501083374,0.9843976497650146,0.8378260731697083,1.0050088167190552
22,0.8375383019447327,1.0049408674240112,0.9878765940666199,0.8386037945747375,0.9878765940666199,0.8386037945747375,0.9878765940666199,0.8375383019447327,1.0049408674240112
23,0.8382739424705505,1.0064101219177246,0.9838640689849854,0.8229666352272034,0.9838640689849854,0.8229666352272034,0.9838640689849854,0.8382739424705505,1.0064101219177246
24,0.8382022976875305,1.0051889419555664,0.9840582013130188,0.8268312811851501,0.9840582013130188,0.8268312811851501,0.9840582013130188,0.8382022976875305,1.0051889419555664
25,0.8376573920249939,1.004837155342102,0.9838847517967224,0.8248735070228577,0.9838847517967224,0.8248735070228577,0.9838847517967224,0.8376573920249939,1.004837155342102
26,0.837225615978241,1.0046055316925049,0.9892319440841675,0.8413210511207581,0.9892319440841675,0.8413210511207581,0.9892319440841675,0.837225615978241,1.0046055316925049
27,0.8379368782043457,1.0063036680221558,0.9939292669296265,0.8487785458564758,0.9939292669296265,0.8487785458564758,0.9939292669296265,0.8379368782043457,1.0063036680221558
28,0.8383503556251526,1.0046308040618896,0.9838704466819763,0.8245330452919006,0.9838704466819763,0.8245330452919006,0.9838704466819763,0.8383503556251526,1.0046308040618896
29,0.836952805519104,1.0047633647918701,0.9883095622062683,0.8395138382911682,0.9883095622062683,0.8395138382911682,0.9883095622062683,0.836952805519104,1.0047633647918701
30,0.837687611579895,1.0045175552368164,0.9863717555999756,0.8350687026977539,0.9863717555999756,0.8350687026977539,0.9863717555999756,0.837687611579895,1.0045175552368164
31,0.8384526371955872,1.005196213722229,0.9839749336242676,0.8260932564735413,0.9839749336242676,0.8260932564735413,0.9839749336242676,0.8384526371955872,1.005196213722229
32,0.8371517062187195,1.0051703453063965,0.984098494052887,0.8271345496177673,0.984098494052887,0.8271345496177673,0.984098494052887,0.8371517062187195,1.0051703453063965
33,0.8382703065872192,1.0054001808166504,0.9853782653808594,0.8323899507522583,0.9853782653808594,0.8323899507522583,0.9853782653808594,0.8382703065872192,1.0054001808166504
34,0.8376742005348206,1.0046281814575195,0.9839597940444946,0.8259379863739014,0.9839597940444946,0.8259379863739014,0.9839597940444946,0.8376742005348206,1.0046281814575195
35,0.8377209901809692,1.0048748254776,0.98652583360672,0.8354653120040894,0.98652583360672,0.8354653120040894,0.98652583360672,0.8377209901809692,1.0048748254776
36,0.8377403616905212,1.0045794248580933,0.9838680028915405,0.8244627118110657,0.9838680028915405,0.8244627118110657,0.9838680028915405,0.8377403616905212,1.0045794248580933
37,0.8372337222099304,1.0048187971115112,1.003731369972229,0.8601659536361694,1.003731369972229,0.8601659536361694,1.003731369972229,0.8372337222099304,1.0048187971115112
38,0.838204026222229,1.006239652633667,0.987488329410553,0.8377543091773987,0.987488329410553,0.8377543091773987,0.987488329410553,0.838204026222229,1.006239652633667
39,0.8370695114135742,1.0051473379135132,0.9874539971351624,0.837674617767334,0.9874539971351624,0.837674617767334,0.9874539971351624,0.8370695114135742,1.0051473379135132
40,0.8383577466011047,1.0050630569458008,0.9876565933227539,0.838126540184021,0.9876565933227539,0.838126540184021,0.9876565933227539,0.8383577466011047,1.0050630569458008
41,0.8374344110488892,1.0045864582061768,0.9841541647911072,0.8275121450424194,0.9841541647911072,0.8275121450424194,0.9841541647911072,0.8374344110488892,1.0045864582061768
42,0.8374480605125427,1.00506591796875,0.9846404790878296,0.8299121260643005,0.9846404790878296,0.8299121260643005,0.9846404790878296,0.8374480605125427,1.00506591796875
43,0.8379822373390198,1.005523920059204,0.9846170544624329,0.8298169374465942,0.9846170544624329,0.8298169374465942,0.9846170544624329,0.8379822373390198,1.005523920059204
44,0.8385550379753113,1.0059155225753784,0.9853595495223999,0.8323349356651306,0.9853595495223999,0.8323349356651306,0.9853595495223999,0.8385550379753113,1.0059155225753784
45,0.8378397226333618,1.004835605621338,0.9842890501022339,0.828301727771759,0.9842890501022339,0.828301727771759,0.9842890501022339,0.8378397226333618,1.004835605621338
46,0.8370495438575745,1.004459261894226,0.9897987842559814,0.8423570990562439,0.9897987842559814,0.8423570990562439,0.9897987842559814,0.8370495438575745,1.004459261894226
47,0.8383966088294983,1.0051846504211426,0.9841116666793823,0.8272275924682617,0.9841116666793823,0.8272275924682617,0.9841116666793823,0.8383966088294983,1.0051846504211426
48,0.837325394153595,1.0051720142364502,0.9846141934394836,0.8298056125640869,0.9846141934394836,0.8298056125640869,0.9846141934394836,0.837325394153595,1.0051720142364502
49,0.8379607796669006,1.0049726963043213,0.9841946959495544,0.8277655243873596,0.9841946959495544,0.8277655243873596,0.9841946959495544,0.8379607796669006,1.0049726963043213
50,0.8372423052787781,1.00494384765625,0.9838618636131287,0.8242486715316772,0.9838618636131287,0.8242486715316772,0.9838618636131287,0.8372423052787781,1.00494384765625
51,0.8378745317459106,1.00503671169281,0.9858713746070862,0.8337376713752747,0.9858713746070862,0.8337376713752747,0.9858713746070862,0.8378745317459106,1.00503671169281
52,0.8377385139465332,1.0047744512557983,0.9839209914207458,0.8254656195640564,0.9839209914207458,0.8254656195640564,0.9839209914207458,0.8377385139465332,1.0047744512557983
53,0.8377108573913574,1.00580894947052,0.9851957559585571,0.8318420648574829,0.9851957559585571,0.8318420648574829,0.9851957559585571,0.8377108573913574,1.00580894947052
54,0.8382515907287598,1.006393313407898,0.9857308268547058,0.8333649039268494,0.9857308268547058,0.8333649039268494,0.9857308268547058,0.8382515907287598,1.006393313407898
55,0.8378374576568604,1.0047264099121094,0.9844006299972534,0.828867495059967,0.9844006299972534,0.828867495059967,0.9844006299972534,0.8378374576568604,1.0047264099121094
56,0.837695300579071,1.0047729015350342,0.9839644432067871,0.8213224411010742,0.9839644432067871,0.8213224411010742,0.9839644432067871,0.837695300579071,1.0047729015350342
57,0.8379051089286804,1.0047976970672607,0.9846801161766052,0.8172820210456848,0.9846801161766052,0.8172820210456848,0.9846801161766052,0.8379051089286804,1.0047976970672607
58,0.8378000855445862,1.0055615901947021,0.9849568009376526,0.8162992596626282,0.9849568009376526,0.8162992596626282,0.9849568009376526,0.8378000855445862,1.0055615901947021
