epoch,loss,mae,mse,val_loss,val_mae,val_mse,val_weighted_mae,val_weighted_mse,weighted_mae,weighted_mse
0,2.18442964553833,1.193871259689331,2.45059871673584,1.0807054042816162,0.8725441694259644,1.1742125749588013,0.869991660118103,1.1684606075286865,1.1690486669540405,2.354994773864746
1,0.9841909408569336,0.7952987551689148,1.1606146097183228,0.6146537065505981,0.624668300151825,0.7465465664863586,0.5900072455406189,0.6635337471961975,0.7615354657173157,1.06284761428833
2,0.6512976884841919,0.6388979554176331,0.7898421287536621,0.4200536608695984,0.500056266784668,0.5228673815727234,0.4660930931568146,0.45399385690689087,0.6046144366264343,0.7031958103179932
3,0.5531110167503357,0.5837036967277527,0.6725173592567444,0.360795795917511,0.4524531662464142,0.44668009877204895,0.41996198892593384,0.3893858790397644,0.5502868890762329,0.5971851944923401
4,0.498913437128067,0.5516315698623657,0.6117532849311829,0.3449878394603729,0.44077834486961365,0.43639320135116577,0.4044415056705475,0.37400805950164795,0.5175818204879761,0.539462685585022
5,0.45935994386672974,0.5247634053230286,0.5656678080558777,0.3266524076461792,0.4184841513633728,0.416034072637558,0.381894052028656,0.35361820459365845,0.49064362049102783,0.49649888277053833
6,0.421098917722702,0.5012681484222412,0.5206275582313538,0.301433801651001,0.39689117670059204,0.38408538699150085,0.3603528141975403,0.3257111608982086,0.4680495858192444,0.45503169298171997
7,0.4039088487625122,0.4875550866127014,0.505494236946106,0.2956266403198242,0.38929885625839233,0.37785303592681885,0.35267388820648193,0.31948524713516235,0.4519551396369934,0.4368767738342285
8,0.3975050449371338,0.4841955006122589,0.49587544798851013,0.2872626483440399,0.3849979639053345,0.37007397413253784,0.3476346731185913,0.3110857605934143,0.4494624137878418,0.42992520332336426
9,0.3859616816043854,0.4764646887779236,0.4805600941181183,0.27772650122642517,0.37781399488449097,0.3538769781589508,0.3419676423072815,0.2997536361217499,0.4421355426311493,0.4170447885990143
10,0.3712932765483856,0.4648562967777252,0.46381521224975586,0.2763942778110504,0.37630119919776917,0.3535098135471344,0.34063389897346497,0.2983744144439697,0.43066126108169556,0.40077435970306396
