epoch,loss,mae,mse,val_loss,val_mae,val_mse,val_weighted_mae,val_weighted_mse,weighted_mae,weighted_mse
0,2.783892869949341,1.2686278820037842,2.783892869949341,0.7834903597831726,0.7343634963035583,0.7834903597831726,0.7343634963035583,0.7834903597831726,1.2686278820037842,2.783892869949341
1,1.993456482887268,1.073818325996399,1.993456482887268,0.5097723603248596,0.5450929403305054,0.5097723603248596,0.5450929403305054,0.5097723603248596,1.073818325996399,1.993456482887268
2,1.5945141315460205,0.9591106176376343,1.5945141315460205,0.36421430110931396,0.45001816749572754,0.36421430110931396,0.45001816749572754,0.36421430110931396,0.9591106176376343,1.5945141315460205
3,1.3157594203948975,0.870743989944458,1.3157594203948975,0.26487743854522705,0.3804759085178375,0.26487743854522705,0.3804759085178375,0.26487743854522705,0.870743989944458,1.3157594203948975
4,1.090034008026123,0.7956752777099609,1.090034008026123,0.20646196603775024,0.33409279584884644,0.20646196603775024,0.33409279584884644,0.20646196603775024,0.7956752777099609,1.090034008026123
5,0.94148188829422,0.7360044717788696,0.94148188829422,0.16507528722286224,0.29852616786956787,0.16507528722286224,0.29852616786956787,0.16507528722286224,0.7360044717788696,0.94148188829422
6,0.8281645178794861,0.6910413503646851,0.8281645178794861,0.1408909261226654,0.2689891755580902,0.1408909261226654,0.2689891755580902,0.1408909261226654,0.6910413503646851,0.8281645178794861
7,0.7302955389022827,0.64837247133255,0.7302955389022827,0.11906011402606964,0.24796943366527557,0.11906011402606964,0.24796943366527557,0.11906011402606964,0.64837247133255,0.7302955389022827
8,0.644127368927002,0.6090154647827148,0.644127368927002,0.11090680956840515,0.23470313847064972,0.11090680956840515,0.23470313847064972,0.11090680956840515,0.6090154647827148,0.644127368927002
9,0.5743407607078552,0.5742860436439514,0.5743407607078552,0.09305836260318756,0.21027444303035736,0.09305836260318756,0.21027444303035736,0.09305836260318756,0.5742860436439514,0.5743407607078552
10,0.5147783756256104,0.5443927645683289,0.5147783756256104,0.0869719386100769,0.20291808247566223,0.0869719386100769,0.20291808247566223,0.0869719386100769,0.5443927645683289,0.5147783756256104
