epoch,loss,mae,mse,val_loss,val_mae,val_mse,val_weighted_mae,val_weighted_mse,weighted_mae,weighted_mse
0,1.8018951416015625,1.1698566675186157,2.2350008487701416,0.8528248071670532,0.7705408334732056,0.9991863965988159,0.761547327041626,0.9792894124984741,1.127012848854065,2.074589252471924
1,1.428069829940796,1.0427021980285645,1.7932841777801514,0.44257304072380066,0.5771458148956299,0.6136411428451538,0.5215871334075928,0.51060551404953,1.00027596950531,1.6471809148788452
2,1.242200493812561,0.9731415510177612,1.5647088289260864,0.4306471049785614,0.5331071019172668,0.627863883972168,0.462431401014328,0.4966655373573303,0.9300826787948608,1.4281508922576904
3,1.1236425638198853,0.922082245349884,1.4259958267211914,0.369832307100296,0.49373993277549744,0.5354476571083069,0.4297666847705841,0.4232565760612488,0.876748263835907,1.2877016067504883
4,1.0175433158874512,0.8777159452438354,1.2994328737258911,0.36532652378082275,0.49423348903656006,0.5309637188911438,0.42771971225738525,0.4199947416782379,0.832470715045929,1.1694397926330566
5,0.9760600328445435,0.859474778175354,1.2541203498840332,0.35147371888160706,0.48410454392433167,0.5132342576980591,0.4178179204463959,0.40480273962020874,0.813392162322998,1.1238770484924316
6,0.9173978567123413,0.8343344330787659,1.1793112754821777,0.35528653860092163,0.48719993233680725,0.5122015476226807,0.4213675260543823,0.40982669591903687,0.7895919680595398,1.056857943534851
7,0.8900162577629089,0.8196339011192322,1.1495614051818848,0.3318021893501282,0.46801549196243286,0.47430336475372314,0.4056081771850586,0.38103926181793213,0.7728375792503357,1.0246162414550781
8,0.8463659286499023,0.8018372058868408,1.0977662801742554,0.32719528675079346,0.4608003497123718,0.4763557016849518,0.39671939611434937,0.3766695559024811,0.7551363110542297,0.9759147763252258
9,0.8136568665504456,0.7847338914871216,1.0567384958267212,0.3269115686416626,0.4521031677722931,0.4687993824481964,0.38920703530311584,0.3748798966407776,0.7386472225189209,0.9395012855529785
10,0.7924363017082214,0.7724658846855164,1.0266542434692383,0.3206186890602112,0.4526408910751343,0.4647274613380432,0.38962066173553467,0.3689645528793335,0.7269088625907898,0.911782443523407
11,0.771050751209259,0.7628718018531799,1.0050398111343384,0.31525877118110657,0.4495331943035126,0.456795871257782,0.38594797253608704,0.362928181886673,0.7168330550193787,0.8901844620704651
12,0.7451073527336121,0.7507976293563843,0.9694740772247314,0.31373146176338196,0.453424870967865,0.4584099352359772,0.3878254294395447,0.36261799931526184,0.7061218619346619,0.8595283627510071
13,0.7100710868835449,0.7300056219100952,0.9263550043106079,0.30123698711395264,0.44011351466178894,0.4377589821815491,0.3759406805038452,0.3465031087398529,0.6846266388893127,0.8167905211448669
14,0.7185834646224976,0.7335917353630066,0.9344772100448608,0.30992934107780457,0.44570186734199524,0.4543757438659668,0.37895604968070984,0.35734421014785767,0.6884065866470337,0.8257957100868225
15,0.6947311758995056,0.7235950827598572,0.9064481854438782,0.303012490272522,0.43711161613464355,0.4461696445941925,0.37046656012535095,0.3478829264640808,0.6777155995368958,0.7994529008865356
16,0.6748132109642029,0.710381805896759,0.8830133080482483,0.29497411847114563,0.43362775444984436,0.43264487385749817,0.36824125051498413,0.33893030881881714,0.6657411456108093,0.7773791551589966
17,0.6622990965843201,0.7033648490905762,0.867811381816864,0.285636305809021,0.42251524329185486,0.419853538274765,0.35936400294303894,0.32864755392074585,0.6569566130638123,0.7597370147705078
18,0.6570715308189392,0.7020244598388672,0.862796425819397,0.2899387776851654,0.4246884882450104,0.424986869096756,0.36014989018440247,0.3331446349620819,0.6560906171798706,0.755859375
19,0.6464150547981262,0.6957312226295471,0.8510119318962097,0.292289674282074,0.42911919951438904,0.42894238233566284,0.3643746078014374,0.3369140923023224,0.6488422751426697,0.7434828281402588
20,0.6281673908233643,0.685448408126831,0.8311330676078796,0.29566487669944763,0.4324438273906708,0.433733731508255,0.36682406067848206,0.341642826795578,0.637873113155365,0.7235119938850403
21,0.630630612373352,0.6863221526145935,0.8293276429176331,0.29811277985572815,0.43153777718544006,0.4379006028175354,0.3650703430175781,0.34456557035446167,0.6403858065605164,0.7256569266319275
22,0.6114405393600464,0.676888108253479,0.8039252161979675,0.2925618886947632,0.429010272026062,0.43210622668266296,0.36331334710121155,0.3390147089958191,0.6309822797775269,0.7033681273460388
23,0.6209259629249573,0.6796436905860901,0.8204258680343628,0.2803935408592224,0.41393402218818665,0.41347771883010864,0.34958842396736145,0.32293760776519775,0.6327232718467712,0.7150253057479858
24,0.6025325059890747,0.6718924641609192,0.7947862148284912,0.28348976373672485,0.4239255487918854,0.42204535007476807,0.3573228716850281,0.3267112672328949,0.6258727312088013,0.6935296654701233
25,0.6011386513710022,0.6707073450088501,0.7986174821853638,0.28502359986305237,0.4216073751449585,0.41979119181632996,0.3558432161808014,0.328240305185318,0.6224682331085205,0.6918624043464661
26,0.5863911509513855,0.6606315970420837,0.7789402604103088,0.27356940507888794,0.41078656911849976,0.3956725001335144,0.3489125669002533,0.3140230178833008,0.6137362122535706,0.6754258871078491
27,0.5730648636817932,0.6543294787406921,0.7605786323547363,0.2727002501487732,0.41259580850601196,0.40152910351753235,0.3485409617424011,0.3133088946342468,0.6071131229400635,0.660045862197876
28,0.560291051864624,0.644216775894165,0.7425862550735474,0.28533148765563965,0.4211260676383972,0.42332082986831665,0.3541505038738251,0.3288636803627014,0.5981811285018921,0.643201470375061
29,0.5710468292236328,0.6532189846038818,0.7617090344429016,0.2673671543598175,0.40450671315193176,0.3933321237564087,0.34181860089302063,0.30701470375061035,0.6052352786064148,0.6591131687164307
30,0.56693434715271,0.6513113379478455,0.757109522819519,0.2839793562889099,0.4136470854282379,0.42107999324798584,0.34689947962760925,0.32606077194213867,0.6031384468078613,0.6538605690002441
31,0.555294394493103,0.6414951086044312,0.7414626479148865,0.2908076047897339,0.4193517565727234,0.42834946513175964,0.35239195823669434,0.33423376083374023,0.5932069420814514,0.6386790871620178
32,0.5606527328491211,0.6433616876602173,0.7479622960090637,0.276214599609375,0.40601885318756104,0.403651624917984,0.3427944481372833,0.3162580132484436,0.5948697328567505,0.6444478034973145
33,0.5467191934585571,0.6378753185272217,0.7339314818382263,0.2880229949951172,0.41781920194625854,0.42533087730407715,0.35130661725997925,0.3317849338054657,0.5890071988105774,0.6293299794197083
34,0.5340962409973145,0.6290555000305176,0.7116646766662598,0.2723101079463959,0.404572069644928,0.39664527773857117,0.3420393466949463,0.3126623034477234,0.5821692943572998,0.6141447424888611
35,0.5378203988075256,0.6321222186088562,0.7182435989379883,0.2823684811592102,0.4179386496543884,0.4146696627140045,0.35265833139419556,0.32535985112190247,0.5849508047103882,0.6194939613342285
36,0.5325208306312561,0.6287824511528015,0.7133665084838867,0.2790963649749756,0.41622138023376465,0.4137220084667206,0.34874284267425537,0.3214435875415802,0.5807723999023438,0.6132364273071289
37,0.5451569557189941,0.6372896432876587,0.7348310351371765,0.27389615774154663,0.41260501742362976,0.4040990471839905,0.3459647297859192,0.31516820192337036,0.5863762497901917,0.6283299922943115
38,0.5236571431159973,0.624269962310791,0.7048785090446472,0.28163132071495056,0.4114052355289459,0.41455259919166565,0.345799058675766,0.32465797662734985,0.5745076537132263,0.6008745431900024
39,0.5268474817276001,0.6271051168441772,0.7098131775856018,0.2740890085697174,0.40703433752059937,0.4025765359401703,0.34190279245376587,0.3151898980140686,0.5774334669113159,0.6082357168197632
40,0.52679443359375,0.6256996393203735,0.7089701890945435,0.28457435965538025,0.41550377011299133,0.4224821925163269,0.3482585549354553,0.3286779224872589,0.5755172371864319,0.606697142124176
41,0.5164940357208252,0.6194327473640442,0.6925530433654785,0.2720824182033539,0.4014585018157959,0.401797354221344,0.3369440734386444,0.312740683555603,0.571483850479126,0.5948076248168945
42,0.5085583329200745,0.6136879920959473,0.681866466999054,0.2767515480518341,0.40844160318374634,0.41413894295692444,0.3403959274291992,0.31888774037361145,0.5660867691040039,0.5848588347434998
43,0.5129538178443909,0.618622899055481,0.6907671689987183,0.261434406042099,0.40034815669059753,0.38680118322372437,0.3367685079574585,0.300447016954422,0.5700648427009583,0.5923170447349548
44,0.5116603374481201,0.6165711283683777,0.6896446347236633,0.2663879692554474,0.39863574504852295,0.39294469356536865,0.334024578332901,0.30489668250083923,0.5673841834068298,0.5897631049156189
45,0.5004320740699768,0.6075078845024109,0.6727828979492188,0.2544904947280884,0.3948199152946472,0.37417319416999817,0.33287549018859863,0.29214924573898315,0.5598812699317932,0.5767683982849121
46,0.49323809146881104,0.6041348576545715,0.6631627082824707,0.2488858699798584,0.38693562150001526,0.36408674716949463,0.32596883177757263,0.28517329692840576,0.55629962682724,0.5681672096252441
47,0.48720526695251465,0.5998353958129883,0.6554125547409058,0.2748499810695648,0.410508394241333,0.4064280390739441,0.3446308970451355,0.3169558346271515,0.5521804690361023,0.5597943663597107
48,0.48995155096054077,0.5990341901779175,0.6590992212295532,0.27909547090530396,0.41921648383140564,0.41276949644088745,0.352306604385376,0.3230558931827545,0.5509286522865295,0.5629755258560181
49,0.4832155108451843,0.5975363850593567,0.6539161205291748,0.25277507305145264,0.3941672146320343,0.37526586651802063,0.33090823888778687,0.2897080183029175,0.548112690448761,0.5554242730140686
