epoch,mae,mse,val_loss,val_mae,val_mse,val_weighted_mae,val_weighted_mse,weighted_mae,weighted_mse
0,1.1003259420394897,1.8606996536254883,1.843382477760315,1.0926011800765991,1.843382477760315,1.0926011800765991,1.843382477760315,1.1003259420394897,1.8606996536254883
1,1.0911284685134888,1.8380850553512573,1.8203989267349243,1.083579421043396,1.8203989267349243,1.083579421043396,1.8203989267349243,1.0911284685134888,1.8380850553512573
2,1.0824674367904663,1.8155382871627808,1.7973705530166626,1.0748331546783447,1.7973705530166626,1.0748331546783447,1.7973705530166626,1.0824674367904663,1.8155382871627808
3,1.0741724967956543,1.7932146787643433,1.77626371383667,1.066934585571289,1.77626371383667,1.066934585571289,1.77626371383667,1.0741724967956543,1.7932146787643433
4,1.066060185432434,1.7716606855392456,1.7545480728149414,1.0589197874069214,1.7545480728149414,1.0589197874069214,1.7545480728149414,1.066060185432434,1.7716606855392456
5,1.05825674533844,1.7503584623336792,1.7341207265853882,1.051293134689331,1.7341207265853882,1.051293134689331,1.7341207265853882,1.05825674533844,1.7503584623336792
6,1.0505523681640625,1.7294962406158447,1.7128559350967407,1.0434401035308838,1.7128559350967407,1.0434401035308838,1.7128559350967407,1.0505523681640625,1.7294962406158447
7,1.042991280555725,1.7088178396224976,1.6933544874191284,1.0360699892044067,1.6933544874191284,1.0360699892044067,1.6933544874191284,1.042991280555725,1.7088178396224976
8,1.0355143547058105,1.6891729831695557,1.672410011291504,1.0284277200698853,1.672410011291504,1.0284277200698853,1.672410011291504,1.0355143547058105,1.6891729831695557
9,1.028093695640564,1.6692546606063843,1.6539286375045776,1.0214816331863403,1.6539286375045776,1.0214816331863403,1.6539286375045776,1.028093695640564,1.6692546606063843
10,1.0210604667663574,1.6498478651046753,1.6352359056472778,1.014628529548645,1.6352359056472778,1.014628529548645,1.6352359056472778,1.0210604667663574,1.6498478651046753
11,1.014140009880066,1.6310054063796997,1.6148368120193481,1.0074423551559448,1.6148368120193481,1.0074423551559448,1.6148368120193481,1.014140009880066,1.6310054063796997
12,1.007461667060852,1.6123137474060059,1.5972061157226562,1.000984787940979,1.5972061157226562,1.000984787940979,1.5972061157226562,1.007461667060852,1.6123137474060059
13,1.0007742643356323,1.5934404134750366,1.5789529085159302,0.994432806968689,1.5789529085159302,0.994432806968689,1.5789529085159302,1.0007742643356323,1.5934404134750366
14,0.9940727353096008,1.5753939151763916,1.5602930784225464,0.9876357913017273,1.5602930784225464,0.9876357913017273,1.5602930784225464,0.9940727353096008,1.5753939151763916
15,0.9877162575721741,1.5579562187194824,1.5431517362594604,0.9812762141227722,1.5431517362594604,0.9812762141227722,1.5431517362594604,0.9877162575721741,1.5579562187194824
