epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,1.4229238033294678,1.1783320903778076,2.1592791080474854,0.677179753780365,0.8596064448356628,1.0401307344436646
1,1.3662934303283691,1.1667439937591553,2.1124510765075684,0.9927873611450195,1.0105983018875122,1.5150967836380005
2,1.3321384191513062,1.1444146633148193,2.026644706726074,1.232068419456482,1.1159377098083496,1.8983731269836426
3,1.233776569366455,1.1215648651123047,1.9367446899414062,1.208177924156189,1.108885645866394,1.8700588941574097
4,1.1943998336791992,1.1055582761764526,1.8803859949111938,1.1853892803192139,1.0959478616714478,1.852331280708313
5,1.1583365201950073,1.089920163154602,1.8266234397888184,1.1110215187072754,1.073395848274231,1.776685357093811
6,1.1021809577941895,1.071071743965149,1.7763067483901978,1.0765528678894043,1.0661388635635376,1.7430332899093628
7,1.0611320734024048,1.0549691915512085,1.7152856588363647,1.0514239072799683,1.0613759756088257,1.718375563621521
8,1.0186941623687744,1.0369884967803955,1.6580966711044312,0.9934855103492737,1.0314545631408691,1.6300991773605347
9,0.9880208969116211,1.0243581533432007,1.6272927522659302,0.9676313996315002,1.0212937593460083,1.5852537155151367
10,0.9662020802497864,1.0138810873031616,1.601874828338623,0.9235998392105103,0.9977478384971619,1.5356274843215942
11,0.9382501244544983,1.000286340713501,1.5492138862609863,0.9099270105361938,0.991694450378418,1.5173217058181763
12,0.8861117362976074,0.980256199836731,1.4964338541030884,0.8788197040557861,0.9801177382469177,1.4973403215408325
13,0.8878933787345886,0.9818472266197205,1.5047259330749512,0.8556864857673645,0.9649797677993774,1.4410401582717896
14,0.8886215686798096,0.9742822647094727,1.4804503917694092,0.8354997038841248,0.9583054780960083,1.4178680181503296
15,0.831918478012085,0.9552288055419922,1.4383692741394043,0.8088746666908264,0.9460867047309875,1.3982211351394653
16,0.8204388618469238,0.9452521800994873,1.4117469787597656,0.7963879704475403,0.9348602890968323,1.3670344352722168
17,0.8035959005355835,0.9309335350990295,1.3716119527816772,0.7895057201385498,0.925846517086029,1.3576693534851074
18,0.7790552973747253,0.9217556118965149,1.351827621459961,0.7573019862174988,0.915925920009613,1.3239604234695435
19,0.7527700066566467,0.9166855216026306,1.3423413038253784,0.7340226769447327,0.9059597849845886,1.2956904172897339
20,0.7264615297317505,0.9008974432945251,1.2979817390441895,0.6861966252326965,0.8836923241615295,1.237595796585083
21,0.7158265113830566,0.8943953514099121,1.2851471900939941,0.6813481450080872,0.8838658928871155,1.254305362701416
22,0.6989758610725403,0.8821418881416321,1.26173734664917,0.6620380878448486,0.8655539155006409,1.2213138341903687
23,0.6863071322441101,0.8744382262229919,1.2434582710266113,0.6589924693107605,0.8624305129051208,1.205346941947937
24,0.6874359250068665,0.8729118704795837,1.2553160190582275,0.6566412448883057,0.8640437126159668,1.2072349786758423
25,0.6631325483322144,0.8605647087097168,1.2150630950927734,0.6257166862487793,0.8517155647277832,1.1762902736663818
26,0.6466793417930603,0.8547184467315674,1.194541096687317,0.6134330630302429,0.835864245891571,1.1240512132644653
27,0.6418030261993408,0.8486118316650391,1.190869688987732,0.6109557151794434,0.8363280892372131,1.1467174291610718
28,0.6504873633384705,0.842085599899292,1.1796824932098389,0.6201848983764648,0.8366556167602539,1.1517162322998047
29,0.6293950080871582,0.8415737748146057,1.1726999282836914,0.6259309649467468,0.847026526927948,1.1841567754745483
30,0.6238330602645874,0.833550214767456,1.1436482667922974,0.6084502935409546,0.8284523487091064,1.1346023082733154
